"site_name","date","visit","plant_ID","Miner","GCS","GCS_damaged","GCS_lecan","Helmet","num_flatids","vine_cover","CBB","CBB_den","Obs_roya","roya","lecani","lecani_den","myco","myco_den","snail","snail_den","mite","mite_den"
"PONC1*","9/14/18",2,1,43,11,3,0,0,0,0,4,17,"A",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,2,163,10,3,2,0,5,0,0,0,"W",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,3,111,10,4,3,0,6,0,0,0,"I",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,4,48,6,2,0,0,2,0,8,19,"I",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,5,33,9,4,0,0,5,0,6,7,"A",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,6,60,10,3,0,0,0,0,0,2,"W",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,7,61,7,4,2,0,0,0,1,5,"I",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,8,18,8,3,1,0,2,0,0,5,"A",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,9,75,9,4,1,0,5,0,2,32,"W",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,10,30,8,5,3,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,11,22,9,7,1,0,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,12,5,0,0,0,0,1,0,0,0,"W",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,13,74,7,6,0,0,0,0,19,40,"I",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,14,32,10,3,3,0,1,0,0,0,"A",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,15,60,10,4,3,0,8,0,0,2,"W",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,16,28,7,3,0,0,1,0,5,25,"I",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,17,27,8,6,0,0,0,0,1,6,"A",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,18,42,10,6,2,4,1,0,0,2,"W",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,19,46,6,5,0,0,0,0,32,100,"I",0,0,0,0,0,0,0,0,0
"PONC1*","9/14/18",2,20,70,10,6,0,0,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,1,9,6,2,1,0,0,0,23,100,"W",3,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,2,117,5,1,0,0,0,0,5,26,"I",5,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,3,10,6,3,0,0,1,0,19,100,"W",5,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,4,35,7,2,0,0,2,0,0,0,"W",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,5,30,7,2,0,0,1,0,13,65,"A",20,1,0.05,1,0.05,0,0,0,0
"JUAN7*","9/14/18",2,6,19,8,3,0,0,5,0,0,10,"A",29,4,0.16,0,0,0,0,0,0
"JUAN7*","9/14/18",2,7,27,9,5,1,0,4,0,11,24,"W",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,8,29,6,3,0,0,1,0,0,0,"I",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,9,88,11,5,1,0,6,0,0,0,"W",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,10,17,6,3,0,0,2,0,4,10,"I",1,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,11,28,7,3,1,0,1,0,21,100,"W",5,2,0.4,0,0,0,0,0,0
"JUAN7*","9/14/18",2,12,17,8,3,0,0,2,0,5,15,"I",3,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,13,35,12,6,2,0,1,0,19,100,"A",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,14,14,5,2,1,0,1,0,2,25,"A",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,15,35,8,4,3,1,3,0,28,100,"I",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,16,14,7,3,1,0,2,0,28,100,"I",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,17,23,5,3,1,0,1,0,4,19,"W",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,18,18,0,0,0,0,0,0,3,6,"I",5,0,0,2,0.4,0,0,0,0
"JUAN7*","9/14/18",2,19,55,10,7,3,0,0,0,0,9,"W",0,0,0,0,0,0,0,0,0
"JUAN7*","9/14/18",2,20,42,11,6,3,0,3,0,15,100,"I",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,1,30,0,0,0,0,0,0,33,58,"A",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,2,1,4,2,1,0,0,0,1,1,"W",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,3,17,5,1,4,0,0,0,15,16,"I",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,4,19,6,2,4,0,0,0,34,54,"A",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,5,18,5,2,3,0,0,0,59,71,"W",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,6,29,0,0,0,0,0,0,46,56,"I",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,7,40,0,0,0,0,0,0,14,20,"A",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,8,14,0,0,0,0,0,0,3,3,"W",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,9,26,0,0,0,0,0,0,97,100,"I",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,10,14,0,0,0,0,2,50,0,0,"A",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,11,9,0,0,0,0,0,0,22,25,"W",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,12,0,0,0,0,0,0,2,24,25,"I",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,13,2,0,0,0,0,1,0,8,8,"A",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,14,52,0,0,0,0,3,0,46,55,"W",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,15,11,0,0,0,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,16,9,0,0,0,0,1,0,78,100,"A",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,17,9,0,0,0,0,0,0,15,22,"W",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,18,26,4,2,9,0,0,0,32,40,"I",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,19,9,3,4,8,4,0,0,17,29,"A",0,0,0,0,0,0,0,0,0
"JUAN1","9/14/18",2,20,17,2,1,7,0,0,0,25,42,"W",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,1,59,1,6,10,8,0,0,24,100,"A",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,2,33,3,6,8,3,7,0,0,0,"W",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,3,13,5,5,9,7,0,0,2,6,"I",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,4,22,7,6,6,6,6,0,0,0,"A",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,5,38,6,5,7,5,5,0,0,0,"W",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,6,20,7,5,8,5,2,0,15,29,"I",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,7,20,4,6,4,5,6,0,6,9,"A",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,8,21,3,4,3,3,6,0,9,11,"W",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,9,22,3,5,4,4,1,0,0,0,"I",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,10,28,4,4,5,4,18,0,23,23,"A",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,11,38,7,7,4,8,6,0,73,100,"W",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,12,62,8,6,3,4,4,0,42,100,"I",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,13,19,5,5,3,3,2,0,42,100,"A",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,14,18,6,3,2,5,6,0,42,100,"W",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,15,22,4,6,6,6,4,0,20,100,"I",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,16,15,3,5,3,4,2,0,0,0,"A",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,17,47,6,5,4,2,8,0,14,53,"W",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,18,69,6,6,2,9,1,1,28,36,"I",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,19,30,5,5,5,7,6,0,11,29,"A",0,0,0,0,0,0,0,0,0
"YAUC3","9/20/18",2,20,37,7,5,6,10,8,0,32,54,"W",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,1,8,0,0,0,0,0,1,0,0,"A",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,2,17,0,0,0,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,3,17,4,3,2,1,0,0,21,100,"W",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,4,55,4,2,3,0,0,30,70,100,"A",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,5,12,6,4,5,2,0,2,54,100,"W",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,6,9,6,5,1,0,0,0,7,10,"A",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,7,8,8,4,3,3,0,0,17,30,"I",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,8,12,8,4,0,0,0,0,7,18,"I",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,9,19,9,6,1,5,0,0,3,10,"W",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,10,12,0,0,0,0,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,11,11,5,5,0,6,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,12,34,3,8,3,5,1,15,2,4,"A",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,13,17,3,6,1,3,0,0,48,62,"I",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,14,17,7,5,1,3,0,30,14,39,"A",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,15,12,8,6,3,4,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,16,17,6,5,1,5,0,0,40,100,"I",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,17,20,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,18,17,6,5,3,3,0,25,5,61,"I",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,19,22,0,0,0,0,0,5,4,14,"W",0,0,0,0,0,0,0,0,0
"YAUC5*","9/20/18",2,20,18,7,4,1,2,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,1,0,1,6,6,1,22,0,8,50,"A",0,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,3,1,0,0,0,0,5,0,20,100,"A",12,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,9,6,0,0,0,0,2,0,26,100,"A",55,6,0.24,2,0.08,0,0,0,0
"ADJU7","9/25/18",2,13,6,0,0,0,0,21,0,9,100,"A",2,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,14,10,0,3,5,2,3,5,7,20,"I",29,2,0.08,0,0,0,0,0,0
"ADJU7","9/25/18",2,16,3,0,0,0,0,5,0,0,0,"I",0,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,19,0,0,0,0,0,1,0,21,100,"I",80,8,0.32,0,0,0,0,0,0
"ADJU7","9/25/18",2,20,2,0,0,0,0,40,5,20,100,"A",0,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,21,12,0,0,0,0,23,0,16,100,"W",75,2,0.08,2,0.08,0,0,0,0
"ADJU7","9/25/18",2,24,9,0,0,0,0,6,3,11,52,"W",0,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,25,6,0,0,0,0,8,0,12,100,"I",34,8,0.32,0,0,0,0,0,0
"ADJU7","9/25/18",2,27,6,0,0,0,0,5,20,1,12,"A",0,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,31,0,0,0,0,0,1,75,10,56,"W",1,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,32,7,0,0,0,0,11,0,10,100,"A",38,2,0.08,0,0,0,0,0,0
"ADJU7","9/25/18",2,34,0,0,0,0,0,11,0,6,100,"I",28,2,0.08,0,0,0,0,0,0
"ADJU7","9/25/18",2,36,2,0,0,0,0,17,0,11,100,"A",23,1,0.043478261,0,0,0,0,0,0
"ADJU7","9/25/18",2,41,3,0,0,0,0,12,75,7,70,"I",23,2,0.086956522,0,0,0,0,0,0
"ADJU7","9/25/18",2,44,1,0,0,0,0,2,0,30,100,"I",0,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,46,3,0,0,0,0,41,2,15,100,"W",0,0,0,0,0,0,0,0,0
"ADJU7","9/25/18",2,47,1,0,0,0,0,1,5,10,100,"A",56,5,0.2,0,0,0,0,0,0
"ADJU8","9/25/18",2,1,15,2,3,3,0,4,0,11,100,"A",106,0,0,0,0,0,0,0,0
"ADJU8","9/25/18",2,2,18,5,5,2,1,7,0,6,100,"W",100,0,0,1,0.04,0,0,0,0
"ADJU8","9/25/18",2,3,10,0,0,0,0,3,5,3,100,"I",177,0,0,1,0.04,0,0,0,0
"ADJU8","9/25/18",2,4,8,4,7,2,1,3,15,8,100,"A",243,0,0,1,0.04,0,0,0,0
"ADJU8","9/25/18",2,5,9,4,6,3,0,0,0,6,100,"A",177,0,0,0,0,0,0,0,0
"ADJU8","9/25/18",2,6,7,5,5,2,3,9,60,3,100,"W",152,1,0.04,5,0.2,0,0,0,0
"ADJU8","9/25/18",2,7,8,3,4,2,1,3,30,5,100,"A",189,2,0.08,2,0.08,0,0,0,0
"ADJU8","9/25/18",2,8,26,0,0,0,0,13,60,47,100,"I",0,0,0,0,0,0,0,0,0
"ADJU8","9/25/18",2,9,0,0,0,0,0,5,0,15,100,"W",110,2,0.08,0,0,0,0,0,0
"ADJU8","9/25/18",2,10,20,0,0,0,0,2,75,4,100,"I",142,3,0.12,0,0,0,0,0,0
"ADJU8","9/25/18",2,11,3,0,0,0,0,0,90,1,24,"A",60,4,0.16,0,0,0,0,1,0.04
"ADJU8","9/25/18",2,12,0,3,5,2,3,1,15,2,100,"A",171,3,0.12,1,0.04,0,0,0,0
"ADJU8","9/25/18",2,13,4,2,7,1,1,12,25,6,100,"I",160,8,0.32,0,0,0,0,0,0
"ADJU8","9/25/18",2,14,4,2,6,2,1,4,5,4,100,"W",115,3,0.12,0,0,0,0,0,0
"ADJU8","9/25/18",2,15,20,3,5,3,2,3,25,2,100,"A",153,6,0.24,0,0,0,0,0,0
"ADJU8","9/25/18",2,16,11,0,0,0,0,3,45,4,100,"I",140,6,0.24,0,0,0,0,0,0
"ADJU8","9/25/18",2,17,4,0,0,0,0,17,50,9,100,"A",149,2,0.08,4,0.16,0,0,0,0
"ADJU8","9/25/18",2,18,1,0,0,0,0,7,80,5,100,"I",192,5,0.2,1,0.04,0,0,0,0
"ADJU8","9/25/18",2,19,3,0,0,0,0,1,5,1,100,"W",149,3,0.12,1,0.04,0,0,0,0
"ADJU8","9/25/18",2,20,8,0,0,0,0,16,90,0,8,"A",17,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,1,8,0,0,0,0,2,0,0,0,"G",45,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,2,1,0,1,4,1,2,0,53,100,"G",0,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,3,2,0,0,0,0,2,0,0,4,"G",39,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,4,18,2,4,3,2,1,0,55,100,"I",0,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,5,5,0,0,0,0,1,0,0,0,"I",20,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,6,15,0,0,0,0,0,0,69,100,"I",0,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,7,20,0,0,0,0,0,0,18,64,"W",0,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,8,13,0,0,0,0,0,0,0,0,"I",127,2,0.08,5,0.2,3,0.12,0,0
"MARI2*","9/26/18",2,9,10,0,2,5,0,0,0,26,68,"G",106,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,10,11,0,5,7,1,0,0,0,0,"G",39,2,0.08,1,0.04,1,0.04,0,0
"MARI2*","9/26/18",2,11,2,0,1,6,1,2,2,82,100,"W",60,0,0,0,0,1,0.04,0,0
"MARI2*","9/26/18",2,12,21,0,2,7,3,3,0,73,100,"W",0,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,13,6,0,0,0,0,0,0,58,100,"G",69,1,0.04,0,0,0,0,0,0
"MARI2*","9/26/18",2,14,11,0,1,9,4,2,0,66,100,"G",0,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,15,17,0,3,7,1,4,0,16,52,"W",94,0,0,1,0.04,0,0,0,0
"MARI2*","9/26/18",2,16,12,0,2,6,1,8,20,0,0,"I",64,2,0.08,1,0.04,1,0.04,0,0
"MARI2*","9/26/18",2,17,19,0,3,5,2,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,18,7,0,5,5,2,3,0,17,63,"I",31,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,19,3,0,0,0,0,1,0,0,0,"G",25,0,0,0,0,0,0,0,0
"MARI2*","9/26/18",2,20,15,0,5,7,2,1,0,61,100,"W",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,1,4,7,5,5,2,0,0,0,0,"G",21,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,2,24,6,6,7,3,0,0,0,3,"G",131,3,0.12,0,0,0,0,0,0
"MARI3*","9/26/18",2,3,19,1,6,7,9,1,0,0,100,"I",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,4,20,0,6,9,4,1,0,3,100,"I",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,5,47,1,4,6,3,0,0,0,0,"G",173,3,0.12,4,0.16,0,0,0,0
"MARI3*","9/26/18",2,6,16,2,5,8,2,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,7,25,5,5,8,4,0,0,0,0,"G",118,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,8,32,1,4,5,2,0,0,0,0,"G",125,0,0,1,0.04,0,0,0,0
"MARI3*","9/26/18",2,9,14,1,5,9,0,1,0,0,100,"W",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,10,9,0,6,6,3,0,0,0,0,"W",90,2,0.08,1,0.04,0,0,0,0
"MARI3*","9/26/18",2,11,14,0,6,9,3,0,0,0,35,"W",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,12,17,1,6,7,2,0,0,1,100,"W",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,13,15,1,6,9,3,0,0,4,100,"W",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,14,14,1,6,9,3,1,0,0,100,"W",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,15,28,0,6,9,4,0,0,0,2,"I",160,3,0.12,1,0.04,0,0,0,0
"MARI3*","9/26/18",2,16,13,0,3,10,2,0,0,0,71,"W",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,17,25,1,6,4,3,0,0,0,22,"G",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,18,11,0,6,7,4,0,0,9,100,"W",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,19,19,0,7,9,4,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI3*","9/26/18",2,20,29,2,5,9,4,2,0,1,100,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,1,4,9,4,2,12,0,0,0,7,"I",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,2,8,8,6,0,9,0,0,0,0,"G",34,0,0,0,0,0,0,2,0.08
"MARI8*","9/26/18",2,3,8,11,8,6,11,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,4,3,0,0,0,0,0,0,0,0,"G",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,5,5,7,4,1,7,0,0,0,22,"G",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,6,0,9,4,0,1,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,7,5,10,5,2,8,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,8,2,9,5,0,9,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,9,6,11,7,4,4,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,10,0,1,6,12,3,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,11,0,9,5,4,9,0,0,0,0,"G",36,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,12,10,9,5,3,3,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,13,0,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,14,1,10,6,3,10,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,15,2,3,8,10,8,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,16,4,7,4,6,10,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,17,3,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,18,15,3,4,2,2,0,0,0,0,"G",94,0,0,1,0.04,4,0.16,0,0
"MARI8*","9/26/18",2,19,9,2,2,11,10,0,0,0,2,"W",0,0,0,0,0,0,0,0,0
"MARI8*","9/26/18",2,20,9,5,4,7,3,0,0,0,0,"I",42,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,1,38,0,0,0,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,2,0,0,0,0,0,0,30,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,3,3,0,0,0,0,2,90,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,4,2,0,0,0,0,1,80,0,7,"W",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,5,0,0,0,0,0,3,10,0,0,"I",46,8,0.32,1,0.04,0,0,0,0
"UTUA18","10/1/18",3,6,4,0,0,0,0,4,60,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,7,4,0,0,0,0,0,75,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,8,5,0,0,0,0,0,40,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,9,0,0,0,0,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,10,4,0,0,0,0,0,25,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,11,2,0,0,0,0,0,75,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,12,3,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,13,6,0,0,0,0,2,90,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,14,13,0,0,0,0,0,80,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,15,0,0,0,0,0,0,30,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,16,17,0,0,0,0,0,40,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,17,2,0,0,0,0,1,30,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,18,4,0,0,0,0,2,20,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,19,5,0,0,0,0,8,90,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA18","10/1/18",3,20,11,0,0,0,0,1,80,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,1,2,0,6,10,8,76,0,39,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,2,7,0,6,10,11,39,0,22,100,"I",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,3,3,0,0,0,0,30,0,12,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,4,7,1,6,7,4,76,0,21,100,"I",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,5,5,0,6,8,3,12,0,28,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,6,10,0,8,9,3,90,0,7,54,"I",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,7,4,0,0,0,0,30,0,10,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,8,2,0,6,6,4,91,0,15,100,"I",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,9,12,0,5,6,2,112,0,8,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,10,9,0,0,0,0,85,0,7,100,"I",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,11,16,0,5,7,3,28,0,29,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,12,5,0,6,9,5,28,0,4,40,"I",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,13,7,0,6,8,1,49,0,5,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,14,7,0,6,10,3,27,0,12,100,"I",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,15,13,3,6,10,4,69,0,9,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,16,12,0,8,7,4,57,0,14,100,"I",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,17,15,0,9,9,5,13,0,7,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,18,35,1,9,9,4,57,0,23,100,"I",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,19,0,0,5,9,2,115,0,24,100,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","10/1/18",3,20,73,0,6,9,4,51,0,20,100,"I",0,0,0,0,0,0,0,0,0
"UTUA2","10/1/18",3,1,3,0,0,0,0,7,10,0,0,"I",178,16,0.64,2,0.08,0,0,0,0
"UTUA2","10/1/18",3,2,8,0,0,0,0,6,0,0,0,"W",116,11,0.44,8,0.32,2,0.08,0,0
"UTUA2","10/1/18",3,3,0,0,0,0,0,136,10,22,100,"I",0,0,0,0,0,0,0,0,0
"UTUA2","10/1/18",3,4,4,0,0,0,0,12,0,0,0,"I",103,13,0.52,1,0.04,0,0,1,0.04
